,time,lat,lon,observation_T,Doppio_T,GoMOLFs_T,FVCOM_T,Clim_T,difference
0,2019-01-02 15:17:00,42.7511,-70.2925,7.52,8.229907851048537,8.635256122681652,9.15715503692627,6.7054,-1.115256122681652
1,2019-01-02 18:22:00,42.65688,-70.38548,7.34,7.946587541145448,8.560848782052176,8.576174736022951,6.8006,-1.220848782052176
2,2019-01-04 14:04:00,41.04746,-71.43831999999998,9.76,9.414346953544454,8.408904629416355,9.695867538452148,7.877999999999999,1.3510953705836446
3,2019-01-04 17:06:00,41.0862,-71.56846,9.72,9.476889255980351,7.604712944205687,9.23183536529541,6.4605,2.1152870557943135
4,2019-01-05 12:16:00,42.70602,-70.31586999999999,7.38,8.113662983464991,8.400804225506818,9.394662857055664,6.9986,-1.0208042255068177
5,2019-01-05 17:21:00,42.64644000000001,-70.40715,7.33,7.693100519850758,8.5430719527334,8.483574867248535,6.6025,-1.213071952733399
6,2019-01-13 09:57:00,42.764920000000004,-70.25806,6.45,7.9482762254534975,7.937301099411798,9.287662506103516,6.7835,-1.4873010994117974
7,2019-01-13 11:35:00,42.76025,-70.27847,6.38,7.96619822226333,7.413785956190394,9.214675903320312,5.937,-1.0337859561903944
8,2019-01-13 13:32:00,42.76684,-70.25353,6.36,7.918028560785714,7.921257778734513,9.541258811950684,6.7835,-1.5612577787345128
9,2019-01-13 15:15:00,42.73575,-70.25004,6.43,8.001332749913884,8.066970176330415,9.168665885925293,6.7835,-1.636970176330415
10,2019-01-14 09:59:00,42.76012,-70.25965,6.7,7.865599796415778,7.6932786808288265,9.26779842376709,6.7446,-0.9932786808288263
11,2019-01-14 12:01:00,42.75663,-70.28188,6.62,7.877252130438207,7.450409773201272,9.199311256408693,5.8675,-0.8304097732012723
12,2019-01-14 13:45:00,42.74638,-70.29626,6.18,7.904021577033768,7.3014398732083805,7.880668640136719,5.8675,-1.1214398732083808
13,2019-01-15 11:01:00,42.69652,-70.33239,6.66,7.217289751649559,7.126310318974844,8.659553527832031,5.7238,-0.4663103189748439
14,2019-01-15 14:13:00,42.755359999999996,-70.28366,6.57,7.724265349913053,7.359802924738915,9.07914924621582,5.7983,-0.7898029247389147
15,2019-01-15 15:25:00,42.75874,-70.28952,6.32,7.610469207561749,7.238865617205023,8.273153305053711,5.7983,-0.9188656172050225
16,2019-01-15 17:29:00,42.68373,-70.36312,6.18,7.237848171688312,7.0743461195601975,8.173334121704103,5.7238,-0.8943461195601978
17,2019-01-26 11:58:00,42.77047,-70.25139,6.15,6.981533097866985,7.6923319226423255,8.121732711791992,6.2494,-1.542331922642325
18,2019-01-26 15:08:00,42.708040000000004,-70.32136,5.49,6.105035842648134,6.705127595200793,7.485361099243164,6.0035,-1.2151275952007925
19,2019-01-26 17:46:00,42.70512,-70.32559,6.03,6.116077736057264,6.6755478085999576,7.381515979766847,4.9541,-0.6455478085999573
20,2019-01-26 19:54:00,42.68889,-70.33261,6.07,5.99587852087859,6.722415718297497,7.483405113220215,4.9541,-0.6524157182974966
21,2019-02-02 12:48:00,42.75073,-70.29259,5.36,5.849024169118878,6.279355771432961,7.940478801727295,4.6403,-0.9193557714329605
22,2019-02-02 14:51:00,42.7475,-70.29196999999999,5.29,5.808580154787421,6.299333340089389,8.001533508300781,4.6403,-1.0093333400893894
23,2019-02-02 16:59:00,42.69607,-70.33643000000001,5.39,5.436395615804487,6.3602610823479475,8.089797019958496,4.5144,-0.9702610823479478
24,2019-02-03 12:41:00,42.7483,-70.26439,4.95,5.882077379930478,7.50999208607459,9.37829875946045,5.9065,-2.5599920860745895
25,2019-02-03 23:25:00,41.07496,-71.55311999999998,12.07,6.896484405244053,5.042118305698921,8.415519714355469,5.4623,7.02788169430108
26,2019-02-05 13:43:00,40.99566,-71.55659,6.75,7.265297677460069,5.545586750608038,9.110464096069336,5.667000000000002,1.204413249391962
27,2019-02-05 16:12:00,41.037859999999995,-71.44207,6.33,7.350825211553597,5.623360992872662,8.753605842590332,5.3922,0.7066390071273378
28,2019-02-06 14:32:00,41.03915,-71.38955,6.29,6.96078891872196,5.610833833124771,8.880596160888672,5.3606,0.6791661668752287
29,2019-02-06 17:36:00,41.03611,-71.54996,6.26,7.120225705214728,5.216493704636719,8.660397529602049,5.2825,1.0435062953632812
30,2019-02-06 20:43:00,41.07424,-71.65281,6.31,6.815421635420081,4.375788847863873,7.06451940536499,5.1338,1.9342111521361263
31,2019-02-11 12:01:00,42.75132,-70.29191999999999,5.81,6.1567299589564195,6.251732349395753,5.771659851074219,4.1646,-0.44173234939575323
32,2019-02-11 13:58:00,42.74472,-70.28811999999999,5.16,6.099786877748443,6.335237487409357,7.026954174041747,4.1646,-1.1752374874093565
33,2019-02-11 14:32:00,41.0199,-71.27644000000002,6.42,6.12260731031186,5.656343106792552,8.637201309204103,5.0821,0.7636568932074477
34,2019-02-11 15:25:00,42.76174,-70.27905,5.03,6.280291280625676,6.2842359523760924,6.263397693634032,4.1646,-1.2542359523760922
35,2019-02-11 16:44:00,42.77017,-70.25774,4.9,6.413488481129348,6.845754963261697,8.268820762634277,5.5704,-1.945754963261697
36,2019-02-11 17:23:00,40.91532,-71.31105,6.34,6.243809192984627,5.863706478522418,8.925737380981445,5.2604,0.4762935214775821
37,2019-02-11 17:46:00,42.7483,-70.28735,5.04,6.116350248125286,6.226629393665519,7.0755815505981445,4.1646,-1.1866293936655188
38,2019-02-11 20:07:00,40.96423,-71.44096,6.75,6.171871003599605,5.8096190995111066,9.029989242553713,5.3154,0.9403809004888934
39,2019-02-11 22:13:00,41.055679999999995,-71.45413,6.75,6.218288806912363,5.511499203318429,8.894988059997559,5.0518,1.2385007966815706
40,2019-02-17 10:25:00,42.75689000000001,-70.28090999999999,4.48,5.5980381696100485,5.918420228981859,6.822954654693604,3.8999,-1.4384202289818582
41,2019-02-17 12:13:00,42.73599,-70.2975,4.55,5.60691878793034,5.946909595186638,6.66481351852417,3.8999,-1.3969095951866386
42,2019-02-17 13:15:00,42.766329999999996,-70.27484,4.51,5.658491720797741,5.925074430097282,6.685067176818848,5.3311,-1.415074430097282
43,2019-02-17 21:15:00,41.083,-71.65118000000002,6.48,5.985265348016952,3.3994744027241377,7.062551975250244,3.8525,3.0805255972758627
44,2019-02-18 10:33:00,42.762840000000004,-70.27557,4.54,5.587976452709427,5.9476361178082024,6.623213768005371,3.8602,-1.4076361178082024
45,2019-02-18 11:35:00,42.76437,-70.2775,4.51,5.494796234189137,5.943882496240661,6.6384782791137695,3.8602,-1.4338824962406616
46,2019-02-18 12:11:00,42.75585,-70.28709,4.47,5.533212321450037,5.910907637065237,6.796590805053711,3.8602,-1.4409076370652372
47,2019-02-18 13:17:00,42.766259999999996,-70.25825999999999,4.55,5.781233482444122,5.973573976184128,6.80793046951294,5.2928,-1.4235739761841284
48,2019-02-20 12:54:00,42.76345,-70.26763000000001,4.68,5.597099870004797,5.8537108829568485,6.5338096618652335,5.2176,-1.1737108829568488
49,2019-02-20 14:00:00,42.76529,-70.2528,4.67,5.714276698456273,5.88237882646574,6.548016548156737,5.2176,-1.2123788264657405
50,2019-02-20 18:48:00,40.86732,-71.55059,8.33,5.9287316003142925,5.682273975970119,8.313888549804688,5.2189,2.6477260240298808
51,2019-02-20 20:50:00,41.034209999999995,-71.6085,6.54,4.859078940815152,4.15772355782741,7.753575801849365,4.5773,2.38227644217259
52,2019-02-22 11:58:00,41.17361,-71.52164,4.9,4.47215038822867,3.5665443931664527,4.2044458389282235,3.5697,1.3334556068335477
53,2019-02-22 13:37:00,41.11418,-71.61766,4.78,4.080959049169564,3.4710399412292645,6.703657150268555,3.6232,1.3089600587707357
54,2019-02-22 14:13:00,41.08899,-71.60361,5.55,4.384933949603578,3.725581200175668,7.510443687438965,3.6232,1.8244187998243317
55,2019-02-22 15:21:00,41.13275,-71.50778000000003,5.5,4.6113332275573375,3.6748353289995848,5.838007926940918,3.5697,1.8251646710004152
56,2019-02-22 15:55:00,41.13048,-71.48561,5.6,4.798736859270719,3.712324098320295,5.815304756164551,3.5697,1.8876759016797044
57,2019-02-23 11:48:00,42.768229999999996,-70.25789,4.58,5.547068078089835,5.865563269221454,6.1848859786987305,5.1088,-1.2855632692214538
58,2019-02-23 13:26:00,40.86564,-71.49401999999998,6.55,7.068591157859714,5.700479170638381,7.903623104095459,5.1069,0.8495208293616185
59,2019-02-23 15:47:00,40.92318,-71.41465,6.45,6.957173599752835,5.440488796852101,7.721706867218018,4.8833,1.0095112031478992
60,2019-02-23 18:22:00,40.878859999999996,-71.53044,6.41,6.805863429169192,5.647159134370541,7.966479778289795,4.9606,0.7628408656294594
61,2019-02-23 21:09:00,40.96149000000001,-71.58872,6.39,6.3743086876995125,5.170462264891769,7.698081970214844,4.8894,1.219537735108231
62,2019-02-28 14:28:00,40.86851,-71.53786,8.69,6.37355501415533,5.703345323107327,9.552154541015623,4.9684,2.9866546768926723
63,2019-02-28 16:53:00,40.96071,-71.58623,8.41,5.789908609010353,5.32008715593328,8.901817321777344,4.6944,3.0899128440667205
64,2019-02-28 19:52:00,40.843090000000004,-71.53466,8.69,6.4462524826649865,6.094428493951228,9.595439910888672,4.9684,2.5955715060487714
65,2019-03-01 13:37:00,40.86952,-71.53524,8.32,6.524325458934469,5.743812956481434,9.612997055053713,4.9426,2.5761870435185665
66,2019-03-01 16:38:00,40.98664,-71.57378,8.22,6.079022784763937,5.0032089197703735,8.313315391540527,4.5427,3.216791080229627
67,2019-03-01 19:48:00,40.87198,-71.54975,8.23,6.517202418435828,5.6263163433170575,9.584120750427246,4.9426,2.603683656682943
68,2019-03-01 21:15:00,41.01678,-71.46533000000002,7.55,6.4555218086559725,5.116622397079143,7.204004764556885,4.4576,2.4333776029208565
69,2019-03-03 14:06:00,40.87912,-71.55123,6.88,6.848493057458953,5.446190473505794,8.48193359375,4.7161,1.4338095264942057
70,2019-03-03 18:54:00,40.94775,-71.55722,6.65,6.554738835455795,5.256013071004169,7.51451301574707,4.6199,1.3939869289958313
71,2019-03-03 21:37:00,41.08521,-71.47357,5.73,5.71473450859105,3.9754205991699787,5.367376327514648,3.2952,1.7545794008300217
72,2019-03-13 19:54:00,41.10772,-71.32444,5.23,5.922851746261473,4.983882176242546,6.545358180999756,3.8316,0.24611782375745417
73,2019-03-18 11:16:00,42.68496,-70.35765,4.18,4.597642911103435,5.352383606537671,4.3204917907714835,3.2136,-1.1723836065376716
74,2019-03-18 14:35:00,42.67745,-70.29887,4.26,5.256436456371262,5.5280491941919365,4.58895206451416,4.1542,-1.2680491941919367
